               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.027262,            0.046812,           0.0018807,             0.95164,             0.92597,             0.95629,             0.73723,            0.023827,            0.024167,          0.00072201,            0.002855,            0.002855,            0.002855
                 156,            0.027237,            0.046233,           0.0017433,             0.95425,             0.93753,             0.96245,              0.7386,            0.023514,             0.02409,          0.00068486,           0.0028033,           0.0028033,           0.0028033
                 157,             0.02719,            0.046353,           0.0019514,             0.95383,             0.94224,             0.96264,              0.7455,            0.023819,            0.024063,          0.00066357,           0.0027521,           0.0027521,           0.0027521
                 158,            0.027081,            0.046461,           0.0017335,             0.96638,             0.91953,             0.95904,             0.71822,            0.024895,            0.025172,          0.00070152,           0.0027015,           0.0027015,           0.0027015
                 159,            0.026821,            0.045975,           0.0018197,             0.97338,             0.92841,              0.9655,             0.73694,             0.02421,            0.024149,          0.00064075,           0.0026514,           0.0026514,           0.0026514
                 160,            0.026913,            0.046941,            0.001795,             0.96404,             0.93381,             0.96463,              0.7453,            0.023536,            0.023763,          0.00061082,            0.002602,            0.002602,            0.002602
                 161,            0.027102,            0.046905,           0.0018235,             0.97594,             0.93475,             0.96785,              0.7542,            0.023595,            0.023709,          0.00061414,           0.0025531,           0.0025531,           0.0025531
                 162,            0.026784,            0.046539,           0.0018183,             0.96013,             0.93799,             0.96571,              0.7497,            0.023804,            0.023753,          0.00061221,           0.0025049,           0.0025049,           0.0025049
                 163,            0.026953,            0.047368,           0.0017685,             0.96324,             0.93759,             0.96526,             0.75289,            0.023668,            0.023864,          0.00058955,           0.0024572,           0.0024572,           0.0024572
                 164,            0.026488,            0.045429,            0.001797,             0.96614,             0.94279,             0.96685,             0.75678,            0.023112,            0.023433,          0.00058362,           0.0024102,           0.0024102,           0.0024102
                 165,            0.026502,            0.045204,           0.0018562,             0.97232,             0.92972,             0.96484,             0.76017,            0.022973,            0.023095,          0.00059679,           0.0023638,           0.0023638,           0.0023638
                 166,            0.026636,            0.045384,           0.0017046,              0.9665,             0.93745,             0.96518,              0.7631,            0.023002,             0.02296,          0.00060162,            0.002318,            0.002318,            0.002318
                 167,            0.026572,            0.045851,           0.0017643,             0.96107,             0.94927,             0.96813,             0.75704,            0.023238,            0.023292,          0.00060065,           0.0022729,           0.0022729,           0.0022729
                 168,            0.026262,            0.045846,           0.0016982,             0.96564,             0.94074,             0.96658,             0.76415,            0.022901,            0.023002,          0.00058884,           0.0022285,           0.0022285,           0.0022285
                 169,            0.026296,            0.045309,           0.0017075,             0.96438,             0.93945,             0.96832,             0.76989,             0.02247,            0.022374,          0.00056544,           0.0021847,           0.0021847,           0.0021847
                 170,             0.02607,            0.045183,            0.001712,             0.96624,             0.93116,             0.96565,             0.74229,            0.023686,            0.023405,          0.00059305,           0.0021416,           0.0021416,           0.0021416
                 171,            0.026312,            0.045063,           0.0016555,             0.96712,             0.94518,             0.96865,             0.76888,            0.022363,            0.022338,          0.00053557,           0.0020991,           0.0020991,           0.0020991
                 172,            0.025818,            0.044493,           0.0017517,             0.97306,             0.94439,             0.96879,             0.75862,            0.023116,            0.023138,           0.0005586,           0.0020574,           0.0020574,           0.0020574
                 173,             0.02607,             0.04442,           0.0015223,             0.97329,              0.9257,             0.96381,             0.75337,            0.023361,            0.023348,          0.00058576,           0.0020164,           0.0020164,           0.0020164
                 174,            0.025922,            0.045309,           0.0016995,             0.96768,             0.94055,             0.96991,              0.7432,            0.023641,             0.02386,          0.00055019,            0.001976,            0.001976,            0.001976
                 175,            0.026274,            0.045312,           0.0016553,             0.96401,               0.944,             0.96984,             0.76678,            0.022612,            0.022698,           0.0005331,           0.0019364,           0.0019364,           0.0019364
                 176,            0.025702,            0.044664,            0.001669,             0.97543,             0.95041,             0.97161,             0.76675,            0.022481,            0.022663,          0.00051881,           0.0018976,           0.0018976,           0.0018976
                 177,            0.025697,            0.043752,           0.0017486,             0.96975,              0.9349,             0.96731,             0.76234,            0.022626,             0.02275,          0.00057393,           0.0018594,           0.0018594,           0.0018594
                 178,             0.02581,            0.044855,           0.0016245,             0.97194,             0.93309,              0.9675,             0.76364,            0.022914,             0.02291,          0.00055333,            0.001822,            0.001822,            0.001822
                 179,             0.02587,            0.045391,           0.0015471,             0.97978,              0.9233,             0.96826,              0.7689,            0.022529,            0.022524,          0.00054096,           0.0017854,           0.0017854,           0.0017854
                 180,            0.025822,            0.044328,           0.0017147,             0.96037,             0.94469,             0.96741,             0.76075,            0.022986,            0.022839,          0.00053586,           0.0017495,           0.0017495,           0.0017495
                 181,            0.025645,             0.04388,           0.0015364,             0.96542,             0.94468,             0.96794,             0.77831,            0.022385,             0.02233,          0.00053001,           0.0017144,           0.0017144,           0.0017144
                 182,            0.025433,            0.043538,           0.0015752,             0.98706,             0.93331,             0.97061,             0.77635,            0.022276,            0.022308,          0.00051754,             0.00168,             0.00168,             0.00168
                 183,            0.025624,            0.043342,           0.0016079,             0.97256,              0.9427,             0.97066,             0.77162,            0.022268,            0.022471,          0.00049889,           0.0016464,           0.0016464,           0.0016464
                 184,            0.025655,            0.044939,           0.0016817,             0.95979,             0.94327,             0.96742,             0.75892,            0.022909,            0.022915,          0.00051676,           0.0016136,           0.0016136,           0.0016136
                 185,             0.02528,             0.04401,           0.0016772,             0.97196,             0.93215,             0.96577,             0.76514,             0.02246,            0.022492,          0.00052749,           0.0015816,           0.0015816,           0.0015816
                 186,            0.025447,             0.04343,           0.0016631,             0.96717,              0.9316,             0.96593,             0.76296,            0.022825,            0.022873,          0.00054032,           0.0015504,           0.0015504,           0.0015504
                 187,            0.025241,            0.043286,           0.0014705,             0.98305,             0.92928,             0.96765,             0.76633,            0.022501,            0.022586,          0.00053496,           0.0015201,           0.0015201,           0.0015201
                 188,            0.025398,            0.043292,           0.0017158,             0.97251,             0.94258,             0.96875,              0.7844,            0.021762,            0.021832,          0.00049055,           0.0014905,           0.0014905,           0.0014905
                 189,            0.025172,            0.043716,           0.0015683,               0.981,             0.93982,             0.96767,             0.77909,            0.021898,             0.02196,          0.00047465,           0.0014617,           0.0014617,           0.0014617
                 190,            0.025083,            0.042664,           0.0014851,             0.97549,             0.94048,             0.96769,             0.76324,            0.022554,             0.02255,          0.00050251,           0.0014338,           0.0014338,           0.0014338
                 191,            0.025106,            0.043209,           0.0014728,             0.96447,             0.94745,             0.96951,             0.76588,            0.022853,            0.022877,          0.00048494,           0.0014067,           0.0014067,           0.0014067
                 192,            0.025032,            0.043604,            0.001425,             0.97542,             0.94112,             0.96863,             0.77903,            0.021922,            0.022062,          0.00050112,           0.0013804,           0.0013804,           0.0013804
                 193,            0.025344,            0.043861,           0.0015071,             0.96362,             0.94906,             0.97005,             0.77288,            0.022206,            0.022229,          0.00047859,           0.0013549,           0.0013549,           0.0013549
                 194,            0.025357,            0.043468,            0.001418,             0.97668,             0.94584,             0.97055,             0.77039,            0.022289,            0.022178,          0.00046994,           0.0013304,           0.0013304,           0.0013304
                 195,            0.025289,            0.043186,           0.0014949,             0.96302,             0.95164,             0.97071,             0.77583,            0.021988,            0.021999,          0.00047908,           0.0013066,           0.0013066,           0.0013066
                 196,            0.024996,            0.043596,           0.0015921,             0.97373,              0.9335,             0.97003,             0.77499,            0.022136,              0.0221,          0.00050054,           0.0012837,           0.0012837,           0.0012837
                 197,            0.025164,            0.043863,            0.001491,              0.9735,             0.93327,             0.96887,             0.76724,            0.022446,            0.022499,          0.00050335,           0.0012617,           0.0012617,           0.0012617
                 198,            0.025108,            0.042189,           0.0013983,             0.96682,             0.94139,             0.97057,             0.78278,            0.021938,            0.021956,          0.00048141,           0.0012405,           0.0012405,           0.0012405
                 199,            0.024734,            0.042436,            0.001332,             0.96923,             0.94671,             0.97016,             0.78002,             0.02175,            0.021712,          0.00046844,           0.0012202,           0.0012202,           0.0012202
                 200,            0.024982,            0.043101,           0.0015442,             0.96909,             0.94616,             0.97014,             0.78167,            0.021691,             0.02166,          0.00046017,           0.0012008,           0.0012008,           0.0012008
                 201,            0.024751,            0.042649,           0.0014675,             0.96676,             0.95016,             0.96873,             0.78268,            0.021662,            0.021681,          0.00046024,           0.0011823,           0.0011823,           0.0011823
                 202,            0.024792,            0.042892,           0.0014907,             0.96601,              0.9482,             0.96908,             0.77261,            0.022127,            0.022136,           0.0004632,           0.0011646,           0.0011646,           0.0011646
                 203,            0.024586,            0.043079,           0.0014138,             0.97366,             0.94635,             0.97062,             0.78283,            0.021753,            0.021792,           0.0004475,           0.0011478,           0.0011478,           0.0011478
                 204,            0.024768,            0.041973,           0.0013995,             0.97135,             0.94776,             0.97149,             0.78843,            0.021412,            0.021322,          0.00044042,           0.0011319,           0.0011319,           0.0011319
                 205,            0.024554,            0.041705,           0.0013957,             0.96815,             0.94838,             0.97053,             0.78071,            0.021574,            0.021453,          0.00045688,           0.0011169,           0.0011169,           0.0011169
                 206,            0.024734,            0.042151,           0.0014161,             0.98109,             0.94043,             0.97118,             0.77768,            0.021733,            0.021727,          0.00045127,           0.0011028,           0.0011028,           0.0011028
                 207,             0.02452,            0.042575,           0.0014869,             0.98942,              0.9342,             0.97101,             0.77813,            0.021865,            0.021964,          0.00045694,           0.0010896,           0.0010896,           0.0010896
                 208,            0.024818,            0.043211,           0.0015059,             0.97962,             0.93877,             0.97097,             0.78506,            0.021498,             0.02144,          0.00045952,           0.0010773,           0.0010773,           0.0010773
                 209,            0.024575,            0.041619,           0.0015826,             0.98217,             0.93538,             0.97114,             0.78557,            0.021585,            0.021338,          0.00047439,           0.0010659,           0.0010659,           0.0010659
                 210,            0.024471,            0.042699,           0.0013828,             0.98028,             0.93792,             0.97045,             0.77593,            0.022086,            0.022033,          0.00046738,           0.0010554,           0.0010554,           0.0010554
                 211,            0.024807,            0.042311,           0.0013749,             0.96953,             0.95076,             0.97108,             0.78139,            0.021788,            0.021724,          0.00044349,           0.0010458,           0.0010458,           0.0010458
                 212,            0.024541,            0.041993,            0.001345,             0.98591,              0.9378,             0.97197,             0.78756,            0.021565,            0.021652,          0.00043889,           0.0010371,           0.0010371,           0.0010371
                 213,            0.024241,             0.04142,           0.0014617,             0.97729,             0.93937,             0.97093,              0.7771,            0.021941,            0.022015,          0.00044748,           0.0010293,           0.0010293,           0.0010293
                 214,            0.024161,            0.041236,           0.0014216,             0.98484,             0.93975,             0.97149,             0.78397,            0.021485,            0.021514,          0.00044635,           0.0010225,           0.0010225,           0.0010225
                 215,             0.02472,            0.041948,           0.0014242,              0.9804,              0.9363,             0.97141,             0.78463,            0.021562,             0.02148,          0.00044987,           0.0010165,           0.0010165,           0.0010165
                 216,            0.024715,            0.041568,           0.0014074,             0.97397,              0.9471,             0.97119,             0.79156,             0.02107,            0.021111,          0.00043781,           0.0010115,           0.0010115,           0.0010115
                 217,            0.024285,            0.041206,           0.0014317,             0.97813,             0.94645,             0.97183,             0.78815,            0.021282,            0.021319,           0.0004262,           0.0010073,           0.0010073,           0.0010073
                 218,            0.024262,            0.041938,           0.0013685,             0.98175,             0.94621,             0.97119,             0.79196,            0.021283,            0.021214,          0.00041783,           0.0010041,           0.0010041,           0.0010041
                 219,            0.024348,            0.041615,            0.001422,             0.98025,             0.94549,             0.97112,             0.78029,            0.021725,            0.021719,          0.00043142,           0.0010018,           0.0010018,           0.0010018
