               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.031897,            0.032099,           0.0024198,             0.89098,             0.90659,             0.93851,             0.64182,            0.024882,            0.015715,          0.00099415,            0.009109,            0.009109,            0.009109
                  29,            0.031612,            0.032126,            0.002368,             0.90249,             0.91021,             0.94441,             0.65882,            0.024454,            0.015254,           0.0010035,            0.009076,            0.009076,            0.009076
                  30,            0.031325,            0.031518,           0.0022345,             0.93143,             0.89837,             0.95291,             0.66471,            0.024068,            0.015184,          0.00091862,            0.009043,            0.009043,            0.009043
                  31,            0.031196,            0.031018,           0.0021695,             0.90191,             0.92308,             0.95259,             0.66597,            0.023934,            0.015055,          0.00090138,             0.00901,             0.00901,             0.00901
                  32,            0.031101,            0.030856,           0.0022075,              0.9064,             0.91927,             0.95342,             0.67109,             0.02394,            0.014839,          0.00088151,            0.008977,            0.008977,            0.008977
                  33,            0.030991,            0.030915,           0.0022547,             0.92455,             0.90931,               0.951,             0.67155,             0.02362,            0.014705,          0.00083384,            0.008944,            0.008944,            0.008944
                  34,             0.03069,            0.030299,           0.0021701,             0.91322,              0.9194,             0.95432,             0.68446,            0.023146,            0.014758,          0.00087608,            0.008911,            0.008911,            0.008911
                  35,            0.031472,             0.03208,           0.0026285,             0.92256,             0.90595,              0.9542,             0.67713,            0.023277,            0.014772,          0.00083798,            0.008878,            0.008878,            0.008878
                  36,            0.031341,            0.031568,           0.0026042,             0.90628,             0.90565,             0.94183,             0.67116,            0.023183,            0.014647,          0.00086794,            0.008845,            0.008845,            0.008845
                  37,            0.031172,            0.031466,           0.0027305,             0.91707,             0.91591,             0.95597,             0.68141,            0.023231,            0.014664,           0.0008813,            0.008812,            0.008812,            0.008812
                  38,            0.031006,            0.031565,           0.0024893,             0.92122,             0.92003,              0.9581,             0.68917,            0.023241,            0.014471,          0.00083446,            0.008779,            0.008779,            0.008779
                  39,            0.030651,             0.03136,           0.0024461,             0.92723,             0.90745,             0.95571,             0.68828,            0.022802,            0.014334,          0.00078887,            0.008746,            0.008746,            0.008746
                  40,            0.030718,            0.031026,           0.0024097,             0.92776,             0.91734,             0.95772,             0.69675,            0.022672,            0.014249,          0.00084133,            0.008713,            0.008713,            0.008713
                  41,             0.03045,            0.031346,            0.002292,             0.92457,             0.93378,              0.9638,             0.70423,            0.022142,            0.013906,          0.00080433,             0.00868,             0.00868,             0.00868
                  42,             0.03019,            0.030744,           0.0022393,             0.92849,             0.92605,             0.95945,             0.70674,            0.021859,            0.013808,          0.00080769,            0.008647,            0.008647,            0.008647
                  43,            0.029585,            0.030251,           0.0023529,             0.92056,             0.92346,             0.95952,              0.7144,            0.021535,            0.013672,          0.00079072,            0.008614,            0.008614,            0.008614
                  44,            0.029832,            0.030515,           0.0023497,             0.94133,              0.9223,             0.96211,             0.70843,            0.021611,            0.013643,           0.0008194,            0.008581,            0.008581,            0.008581
                  45,            0.029479,            0.030447,           0.0022771,             0.93235,             0.92923,             0.96375,             0.71777,            0.021254,            0.013569,          0.00079741,            0.008548,            0.008548,            0.008548
                  46,            0.029259,            0.030306,           0.0022378,             0.94114,             0.92071,             0.96368,               0.715,            0.021364,            0.013553,          0.00072963,            0.008515,            0.008515,            0.008515
                  47,             0.02914,            0.029875,           0.0021663,             0.94788,             0.92289,             0.96832,             0.72923,            0.020702,            0.013108,          0.00071485,            0.008482,            0.008482,            0.008482
                  48,            0.028839,            0.029733,           0.0021264,             0.93745,             0.91978,             0.96609,              0.7282,            0.020683,            0.013335,          0.00072117,            0.008449,            0.008449,            0.008449
                  49,            0.028794,            0.029626,           0.0019662,             0.93737,             0.92976,               0.967,             0.73571,            0.020251,            0.012965,          0.00070631,            0.008416,            0.008416,            0.008416
                  50,             0.02883,            0.029193,           0.0020481,             0.94991,             0.92798,             0.97028,             0.73197,            0.020337,            0.012854,          0.00073176,            0.008383,            0.008383,            0.008383
                  51,            0.028502,            0.028937,           0.0020172,              0.9304,             0.94529,             0.96763,             0.74168,             0.01993,            0.012834,           0.0006967,             0.00835,             0.00835,             0.00835
                  52,            0.028634,            0.028949,            0.002208,             0.93606,             0.93735,             0.97081,             0.74552,            0.019929,            0.012751,          0.00070728,            0.008317,            0.008317,            0.008317
                  53,             0.02845,            0.028692,           0.0019738,             0.93008,             0.94611,             0.97249,             0.74747,            0.019668,            0.012694,          0.00069503,            0.008284,            0.008284,            0.008284
                  54,            0.027999,            0.028448,           0.0019722,             0.93412,             0.94271,             0.97081,             0.74481,            0.019655,             0.01266,          0.00072018,            0.008251,            0.008251,            0.008251
                  55,            0.028231,            0.028972,            0.002119,              0.9538,             0.93214,             0.97282,             0.75254,             0.01944,            0.012449,          0.00069856,            0.008218,            0.008218,            0.008218
                  56,             0.02801,            0.028676,            0.002039,             0.94615,              0.9352,             0.97358,             0.75077,            0.019346,            0.012484,          0.00065669,            0.008185,            0.008185,            0.008185
                  57,             0.02791,            0.028551,           0.0018839,             0.94028,             0.93997,             0.97201,             0.75747,            0.019044,            0.012347,          0.00067728,            0.008152,            0.008152,            0.008152
                  58,            0.027718,            0.028522,           0.0020063,             0.93848,             0.94443,             0.97384,             0.75875,            0.019013,            0.012189,          0.00069735,            0.008119,            0.008119,            0.008119
                  59,            0.027618,            0.028005,           0.0019782,             0.94555,              0.9441,             0.97545,             0.76351,            0.018683,            0.012098,          0.00066009,            0.008086,            0.008086,            0.008086
                  60,            0.027477,            0.027748,           0.0019781,             0.95693,             0.93663,             0.97587,             0.76648,            0.018832,            0.012113,          0.00066221,            0.008053,            0.008053,            0.008053
                  61,            0.027272,            0.028127,           0.0018422,             0.93565,             0.95236,             0.97516,             0.76227,            0.018958,            0.012099,          0.00064292,             0.00802,             0.00802,             0.00802
                  62,            0.026854,            0.027103,           0.0017837,             0.95446,             0.94178,             0.97656,             0.76849,             0.01863,            0.012037,          0.00065746,            0.007987,            0.007987,            0.007987
                  63,            0.026795,            0.027309,           0.0018056,             0.94677,             0.94775,             0.97773,             0.76904,            0.018473,            0.011934,          0.00063528,            0.007954,            0.007954,            0.007954
                  64,            0.026676,             0.02733,            0.001886,             0.94242,             0.94791,             0.97658,             0.77652,            0.018157,            0.011829,          0.00062398,            0.007921,            0.007921,            0.007921
                  65,            0.026669,            0.027071,           0.0017599,             0.94378,             0.95306,             0.97775,             0.78133,            0.017959,            0.011741,          0.00061136,            0.007888,            0.007888,            0.007888
                  66,            0.026752,            0.027459,           0.0018991,             0.95839,             0.93498,             0.97745,             0.77998,            0.018083,            0.011733,          0.00060298,            0.007855,            0.007855,            0.007855
                  67,            0.026452,            0.027202,           0.0018665,             0.93991,              0.9541,             0.97827,             0.78273,            0.017794,            0.011567,          0.00063729,            0.007822,            0.007822,            0.007822
                  68,            0.026445,            0.026947,           0.0017429,             0.94518,             0.94986,             0.97652,             0.78365,            0.017531,             0.01149,          0.00062337,            0.007789,            0.007789,            0.007789
                  69,            0.026183,            0.026758,           0.0018381,             0.95426,             0.94968,             0.97792,             0.78596,            0.017626,            0.011535,          0.00061719,            0.007756,            0.007756,            0.007756
                  70,            0.026296,             0.02695,           0.0017451,             0.95838,             0.94702,             0.97897,             0.78719,            0.017612,            0.011453,          0.00058959,            0.007723,            0.007723,            0.007723
                  71,            0.026139,            0.027159,           0.0018074,             0.95866,             0.94284,             0.97833,             0.78869,            0.017404,            0.011485,          0.00061503,             0.00769,             0.00769,             0.00769
                  72,            0.025948,            0.026602,           0.0017427,             0.95661,             0.94899,             0.97977,              0.7942,            0.017248,            0.011307,          0.00062087,            0.007657,            0.007657,            0.007657
                  73,            0.026131,            0.026338,            0.001787,             0.95123,             0.95247,             0.98024,             0.79505,            0.016961,            0.011197,          0.00060756,            0.007624,            0.007624,            0.007624
                  74,            0.025946,            0.026378,           0.0016395,             0.95223,             0.95627,             0.98214,             0.79723,            0.016928,            0.011079,           0.0006078,            0.007591,            0.007591,            0.007591
                  75,            0.025771,            0.026055,           0.0015899,             0.95351,             0.95148,             0.98235,             0.80044,            0.016855,            0.011088,          0.00060061,            0.007558,            0.007558,            0.007558
                  76,            0.025522,            0.026277,           0.0016458,             0.95718,             0.95173,             0.98142,             0.80252,             0.01677,            0.011051,          0.00058844,            0.007525,            0.007525,            0.007525
                  77,            0.025328,            0.026226,           0.0015823,             0.94742,             0.95781,             0.98121,              0.8051,            0.016591,            0.010919,          0.00058592,            0.007492,            0.007492,            0.007492
                  78,            0.025156,            0.026273,           0.0016501,             0.95841,             0.95238,             0.98208,             0.80895,             0.01643,            0.010791,           0.0005594,            0.007459,            0.007459,            0.007459
                  79,            0.025241,            0.026112,           0.0016233,             0.96189,              0.9502,             0.98257,             0.80873,            0.016384,            0.010795,          0.00055782,            0.007426,            0.007426,            0.007426
                  80,            0.025364,            0.026219,           0.0015652,             0.96341,             0.94958,             0.98218,             0.80966,            0.016301,            0.010772,          0.00055717,            0.007393,            0.007393,            0.007393
                  81,            0.025102,            0.025741,           0.0015624,             0.96512,             0.94662,             0.98256,             0.81184,            0.016121,            0.010663,          0.00057043,             0.00736,             0.00736,             0.00736
                  82,            0.025066,            0.025939,           0.0016756,             0.95965,             0.95294,             0.98258,             0.80811,            0.016232,            0.010678,          0.00055059,            0.007327,            0.007327,            0.007327
                  83,            0.025098,            0.026079,           0.0016374,             0.94953,             0.96494,             0.98206,             0.81185,            0.016182,            0.010626,          0.00054979,            0.007294,            0.007294,            0.007294
                  84,            0.025307,             0.02555,           0.0015858,             0.95945,             0.95056,             0.98245,             0.81487,            0.016062,            0.010608,          0.00054389,            0.007261,            0.007261,            0.007261
                  85,            0.024963,            0.025658,           0.0015594,             0.96508,             0.94624,             0.98204,             0.81521,            0.015942,            0.010544,          0.00054245,            0.007228,            0.007228,            0.007228
                  86,            0.024738,            0.025578,           0.0015631,             0.96585,             0.94787,             0.98312,             0.81706,            0.015847,            0.010422,          0.00054366,            0.007195,            0.007195,            0.007195
                  87,            0.024777,            0.025469,           0.0016502,             0.96079,              0.9509,             0.98245,             0.82035,            0.015711,            0.010448,          0.00056842,            0.007162,            0.007162,            0.007162
                  88,            0.024534,            0.025577,            0.001509,             0.96495,             0.95044,             0.98313,             0.82101,            0.015547,            0.010367,          0.00054738,            0.007129,            0.007129,            0.007129
                  89,             0.02462,            0.025217,           0.0015192,             0.95922,             0.95935,             0.98391,             0.82316,            0.015611,            0.010324,          0.00054754,            0.007096,            0.007096,            0.007096
                  90,            0.024263,             0.02476,           0.0015961,             0.96315,             0.95659,             0.98371,              0.8257,            0.015374,            0.010229,          0.00052993,            0.007063,            0.007063,            0.007063
                  91,            0.024313,            0.025067,           0.0016208,               0.959,               0.962,             0.98372,             0.82494,            0.015343,            0.010147,           0.0005155,             0.00703,             0.00703,             0.00703
                  92,            0.024287,            0.024888,           0.0014992,             0.96714,              0.9555,             0.98431,             0.82816,            0.015311,            0.010142,          0.00051631,            0.006997,            0.006997,            0.006997
                  93,            0.024313,            0.024822,             0.00157,              0.9723,              0.9512,              0.9839,             0.82599,            0.015371,            0.010153,          0.00051677,            0.006964,            0.006964,            0.006964
                  94,            0.024204,            0.025103,           0.0015163,             0.96466,             0.95492,              0.9838,             0.82784,             0.01518,            0.010037,          0.00050873,            0.006931,            0.006931,            0.006931
                  95,            0.023964,             0.02517,           0.0014256,             0.96215,             0.95864,             0.98517,             0.83108,            0.015043,           0.0099739,           0.0005147,            0.006898,            0.006898,            0.006898
                  96,            0.024035,            0.024429,           0.0015627,              0.9536,             0.96587,             0.98478,             0.83409,            0.014887,           0.0099596,          0.00052578,            0.006865,            0.006865,            0.006865
                  97,            0.023831,            0.024195,           0.0015414,             0.96663,              0.9572,             0.98546,             0.83671,            0.014811,           0.0098804,          0.00052458,            0.006832,            0.006832,            0.006832
                  98,            0.024008,            0.024514,           0.0015326,             0.96056,             0.96615,             0.98617,             0.83513,             0.01472,           0.0098712,          0.00050521,            0.006799,            0.006799,            0.006799
                  99,            0.023706,            0.024756,           0.0014909,             0.97094,             0.95608,             0.98621,             0.83753,            0.014687,           0.0098626,          0.00049588,            0.006766,            0.006766,            0.006766
                 100,            0.023907,            0.024382,           0.0015065,             0.96321,             0.96567,             0.98629,             0.84091,            0.014541,           0.0097417,          0.00049724,            0.006733,            0.006733,            0.006733
                 101,            0.023641,            0.024268,           0.0014112,             0.96255,             0.96617,             0.98608,             0.84128,            0.014561,            0.009714,          0.00048432,              0.0067,              0.0067,              0.0067
                 102,            0.023665,            0.024303,           0.0013884,             0.96687,             0.95798,             0.98651,             0.84166,            0.014446,           0.0096477,          0.00049861,            0.006667,            0.006667,            0.006667
                 103,             0.02363,            0.024402,            0.001433,              0.9655,             0.96116,              0.9864,             0.84066,            0.014366,           0.0096386,          0.00049894,            0.006634,            0.006634,            0.006634
                 104,            0.023239,            0.023596,           0.0014313,              0.9695,              0.9539,             0.98613,             0.84119,            0.014359,           0.0096064,          0.00050387,            0.006601,            0.006601,            0.006601
                 105,            0.023251,            0.023953,           0.0014089,             0.96497,             0.95889,             0.98639,             0.84321,            0.014316,           0.0095654,          0.00049736,            0.006568,            0.006568,            0.006568
                 106,            0.023232,            0.024043,           0.0015065,             0.96898,              0.9584,             0.98665,             0.84439,            0.014218,           0.0094997,          0.00048965,            0.006535,            0.006535,            0.006535
                 107,            0.023279,            0.024047,           0.0014473,              0.9715,             0.95723,             0.98705,              0.8457,            0.014164,           0.0094639,          0.00047924,            0.006502,            0.006502,            0.006502
                 108,            0.022985,            0.024089,           0.0013886,             0.96856,              0.9642,             0.98729,             0.84684,            0.014103,           0.0094269,          0.00048047,            0.006469,            0.006469,            0.006469
                 109,            0.023345,            0.023897,           0.0014193,             0.96919,             0.96274,             0.98751,             0.84827,            0.013989,           0.0093805,          0.00048587,            0.006436,            0.006436,            0.006436
                 110,            0.023078,            0.023864,           0.0013398,             0.96783,             0.96408,             0.98761,             0.84959,            0.013848,           0.0093386,          0.00048614,            0.006403,            0.006403,            0.006403
                 111,            0.022953,            0.023852,           0.0013963,             0.96938,             0.96371,             0.98758,             0.85011,             0.01381,             0.00931,          0.00048284,             0.00637,             0.00637,             0.00637
                 112,             0.02259,            0.023385,           0.0012704,             0.96821,             0.96436,             0.98768,             0.85199,            0.013777,           0.0092699,          0.00048212,            0.006337,            0.006337,            0.006337
                 113,            0.022478,            0.023199,           0.0012602,             0.96935,             0.96343,             0.98766,             0.85229,            0.013747,            0.009248,          0.00047525,            0.006304,            0.006304,            0.006304
                 114,            0.022635,            0.023483,           0.0014193,             0.96507,             0.96976,             0.98783,             0.85486,            0.013654,           0.0091906,          0.00047089,            0.006271,            0.006271,            0.006271
                 115,            0.022739,            0.023493,           0.0013457,             0.96548,             0.97087,             0.98819,              0.8569,            0.013567,           0.0091283,          0.00047017,            0.006238,            0.006238,            0.006238
                 116,             0.02261,            0.023117,           0.0012806,             0.97671,             0.95999,             0.98807,             0.85746,            0.013551,           0.0091117,          0.00046827,            0.006205,            0.006205,            0.006205
                 117,            0.022566,            0.023174,            0.001329,             0.97142,             0.96507,             0.98833,             0.85756,            0.013505,           0.0090716,          0.00046304,            0.006172,            0.006172,            0.006172
                 118,            0.022221,            0.022469,           0.0012919,             0.96899,             0.96806,             0.98849,             0.85969,             0.01339,            0.009013,          0.00045994,            0.006139,            0.006139,            0.006139
                 119,            0.022586,            0.023113,           0.0013339,             0.96736,             0.97059,             0.98861,             0.86088,            0.013304,           0.0090077,          0.00045846,            0.006106,            0.006106,            0.006106
                 120,            0.022394,             0.02285,           0.0013081,              0.9697,             0.96826,             0.98768,             0.86146,            0.013217,           0.0089704,           0.0004609,            0.006073,            0.006073,            0.006073
                 121,            0.022118,            0.022962,           0.0013344,             0.97259,             0.96549,             0.98773,             0.86404,            0.013171,           0.0089302,          0.00046148,             0.00604,             0.00604,             0.00604
                 122,            0.022111,            0.023073,           0.0012941,             0.96896,             0.97042,             0.98845,             0.86503,            0.013139,           0.0088915,          0.00046585,            0.006007,            0.006007,            0.006007
                 123,            0.022175,            0.022785,           0.0012751,             0.97673,             0.96413,             0.98875,             0.86621,            0.013074,           0.0088533,          0.00046526,            0.005974,            0.005974,            0.005974
                 124,            0.022162,            0.022835,           0.0012577,             0.97499,             0.96655,             0.98883,             0.86769,            0.012985,            0.008829,          0.00045945,            0.005941,            0.005941,            0.005941
                 125,            0.022058,            0.022554,           0.0013371,             0.97452,              0.9674,             0.98897,             0.86794,             0.01293,            0.008779,          0.00045944,            0.005908,            0.005908,            0.005908
                 126,            0.021823,            0.022685,           0.0011872,             0.97667,             0.96753,             0.98892,             0.86936,            0.012876,           0.0087288,          0.00045692,            0.005875,            0.005875,            0.005875
                 127,            0.022131,            0.022649,           0.0012419,             0.97447,             0.96931,             0.98914,             0.86974,            0.012812,           0.0086909,          0.00045237,            0.005842,            0.005842,            0.005842
                 128,            0.021913,            0.022391,           0.0012528,             0.97706,             0.96741,             0.98923,             0.87069,             0.01275,           0.0086709,          0.00044901,            0.005809,            0.005809,            0.005809
                 129,             0.02193,            0.022548,           0.0013065,             0.97647,             0.96835,             0.98939,             0.87122,            0.012743,           0.0086359,          0.00045057,            0.005776,            0.005776,            0.005776
                 130,            0.022004,            0.023005,           0.0014073,             0.97785,             0.96697,              0.9894,             0.87268,            0.012681,           0.0086065,          0.00044695,            0.005743,            0.005743,            0.005743
                 131,            0.021684,            0.022713,             0.00127,             0.97787,             0.96832,             0.98955,             0.87375,            0.012634,           0.0085898,          0.00044463,             0.00571,             0.00571,             0.00571
                 132,            0.021507,            0.022161,           0.0012103,             0.97886,             0.96867,             0.98961,              0.8749,            0.012581,           0.0085623,          0.00043866,            0.005677,            0.005677,            0.005677
                 133,            0.021404,            0.022285,           0.0011403,             0.97614,             0.97047,             0.98962,             0.87662,            0.012546,           0.0085402,          0.00043569,            0.005644,            0.005644,            0.005644
                 134,            0.021545,            0.022522,           0.0013429,             0.97704,             0.97076,             0.98968,             0.87567,            0.012503,           0.0085173,          0.00043703,            0.005611,            0.005611,            0.005611
                 135,            0.021381,            0.021935,           0.0011697,             0.98079,             0.96676,             0.98975,             0.87629,            0.012467,           0.0085016,           0.0004329,            0.005578,            0.005578,            0.005578
                 136,            0.021289,            0.022137,           0.0011945,              0.9756,             0.97399,             0.98986,             0.87722,            0.012418,           0.0084706,          0.00043115,            0.005545,            0.005545,            0.005545
                 137,            0.021311,            0.022155,           0.0011665,             0.97837,             0.97121,             0.98986,             0.87671,            0.012343,           0.0084323,          0.00042935,            0.005512,            0.005512,            0.005512
                 138,            0.021454,            0.022303,           0.0011969,               0.982,             0.96741,             0.98994,             0.87842,            0.012292,           0.0083987,          0.00043043,            0.005479,            0.005479,            0.005479
                 139,            0.021094,            0.022176,           0.0011853,             0.97374,             0.97604,             0.98999,             0.87878,            0.012268,           0.0083704,          0.00042934,            0.005446,            0.005446,            0.005446
                 140,            0.021347,            0.021849,           0.0012133,             0.98142,             0.96875,             0.99002,             0.87978,            0.012219,           0.0083272,          0.00042642,            0.005413,            0.005413,            0.005413
                 141,            0.021043,            0.022055,             0.00117,             0.97632,             0.97321,             0.99014,             0.88034,            0.012178,           0.0082924,           0.0004268,             0.00538,             0.00538,             0.00538
                 142,            0.021031,            0.021473,            0.001137,             0.98206,              0.9679,             0.99024,             0.88124,            0.012132,           0.0082581,          0.00042656,            0.005347,            0.005347,            0.005347
                 143,            0.020867,            0.021813,           0.0012648,             0.98234,              0.9682,             0.99028,             0.88295,            0.012068,           0.0082188,          0.00042581,            0.005314,            0.005314,            0.005314
                 144,            0.020648,            0.021622,           0.0011738,             0.98022,             0.96921,             0.99035,             0.88413,            0.012012,            0.008178,          0.00042579,            0.005281,            0.005281,            0.005281
                 145,            0.020795,            0.021387,           0.0011528,             0.97571,             0.97382,             0.99045,             0.88472,            0.011959,           0.0081503,            0.000425,            0.005248,            0.005248,            0.005248
                 146,            0.020783,            0.021582,           0.0011592,             0.97573,             0.97435,             0.99049,              0.8856,            0.011908,           0.0081222,          0.00042244,            0.005215,            0.005215,            0.005215
                 147,            0.020924,            0.021382,           0.0012089,             0.97353,             0.97617,             0.99051,             0.88642,            0.011855,           0.0080972,          0.00042092,            0.005182,            0.005182,            0.005182
                 148,            0.020849,            0.021737,           0.0011871,             0.97524,             0.97578,             0.99052,             0.88767,            0.011813,           0.0080764,          0.00041955,            0.005149,            0.005149,            0.005149
                 149,            0.020944,            0.021395,           0.0011882,             0.97633,             0.97475,             0.99054,             0.88838,            0.011769,           0.0080516,          0.00041741,            0.005116,            0.005116,            0.005116
                 150,            0.020569,            0.021167,           0.0010766,             0.98212,             0.96971,             0.99067,             0.88927,            0.011714,           0.0080222,          0.00041562,            0.005083,            0.005083,            0.005083
                 151,            0.020569,            0.021415,           0.0011629,             0.98097,             0.97013,             0.99073,             0.89027,            0.011691,           0.0080033,          0.00041546,             0.00505,             0.00505,             0.00505
                 152,            0.020561,            0.021204,           0.0011685,             0.98352,             0.96794,             0.99081,             0.89059,            0.011657,           0.0079818,          0.00041406,            0.005017,            0.005017,            0.005017
                 153,             0.02041,            0.020965,           0.0011309,             0.98326,             0.96793,             0.99077,             0.89169,            0.011623,           0.0079532,          0.00041232,            0.004984,            0.004984,            0.004984
                 154,            0.020428,            0.021023,           0.0010722,             0.98514,             0.96689,              0.9909,             0.89241,             0.01158,           0.0079306,          0.00040974,            0.004951,            0.004951,            0.004951
                 155,            0.020527,            0.021216,           0.0010864,             0.98405,             0.96848,             0.99098,             0.89272,            0.011544,           0.0079075,          0.00040793,            0.004918,            0.004918,            0.004918
                 156,            0.020385,            0.021288,           0.0011546,             0.98081,             0.97171,             0.99102,             0.89385,            0.011511,           0.0078842,          0.00040697,            0.004885,            0.004885,            0.004885
                 157,             0.02033,            0.021061,           0.0010763,              0.9784,             0.97487,             0.99088,             0.89382,            0.011479,           0.0078601,           0.0004055,            0.004852,            0.004852,            0.004852
                 158,            0.020084,            0.020718,           0.0010387,             0.97753,             0.97626,             0.99094,             0.89424,            0.011452,           0.0078369,          0.00040388,            0.004819,            0.004819,            0.004819
                 159,            0.020005,            0.021096,            0.001055,             0.97809,             0.97581,             0.99098,             0.89512,            0.011417,             0.00781,          0.00040296,            0.004786,            0.004786,            0.004786
                 160,            0.020077,            0.020607,           0.0010582,             0.97774,             0.97638,               0.991,             0.89563,            0.011385,           0.0077854,           0.0004016,            0.004753,            0.004753,            0.004753
                 161,            0.019961,            0.020843,            0.001018,              0.9753,             0.97949,             0.99105,             0.89623,            0.011352,           0.0077646,          0.00039944,             0.00472,             0.00472,             0.00472
                 162,            0.019777,            0.020821,          0.00099026,              0.9754,             0.97982,              0.9911,             0.89712,            0.011319,           0.0077429,           0.0003977,            0.004687,            0.004687,            0.004687
